X,Y
599.0,1.6777215999999983e-05
600.0,1.0485759999999983e-06
601.0,4.194303999999995e-06
602.0,4.194303999999995e-06
603.0,1.6777215999999983e-05
604.0,4.194303999999995e-06
605.0,1.6777215999999983e-05
606.0,1.6777215999999983e-05
607.0,6.710886399999994e-05
608.0,2.621439999999995e-07
609.0,1.0485759999999983e-06
610.0,1.0485759999999983e-06
611.0,4.194303999999995e-06
612.0,1.0485759999999983e-06
613.0,4.194303999999995e-06
614.0,4.194303999999995e-06
615.0,1.6777215999999983e-05
616.0,1.0485759999999983e-06
617.0,4.194303999999995e-06
618.0,4.194303999999995e-06
619.0,1.6777215999999983e-05
620.0,4.194303999999995e-06
621.0,1.6777215999999983e-05
622.0,1.6777215999999983e-05
623.0,6.710886399999994e-05
624.0,1.0485759999999983e-06
625.0,4.194303999999995e-06
626.0,4.194303999999995e-06
627.0,1.6777215999999983e-05
628.0,4.194303999999995e-06
629.0,1.6777215999999983e-05
630.0,1.6777215999999983e-05
631.0,6.710886399999994e-05
632.0,4.194303999999995e-06
633.0,1.6777215999999983e-05
634.0,1.6777215999999983e-05
635.0,6.710886399999994e-05
636.0,1.6777215999999983e-05
637.0,6.710886399999994e-05
638.0,6.710886399999994e-05
639.0,0.0002684354559999999
640.0,6.553599999999987e-08
641.0,2.621439999999995e-07
642.0,2.621439999999995e-07
643.0,1.0485759999999983e-06
644.0,2.621439999999995e-07
645.0,1.0485759999999983e-06
646.0,1.0485759999999983e-06
647.0,4.194303999999995e-06
648.0,2.621439999999995e-07
649.0,1.0485759999999983e-06
650.0,1.0485759999999983e-06
651.0,4.194303999999995e-06
652.0,1.0485759999999983e-06
653.0,4.194303999999995e-06
654.0,4.194303999999995e-06
655.0,1.6777215999999983e-05
656.0,2.621439999999995e-07
657.0,1.0485759999999983e-06
658.0,1.0485759999999983e-06
659.0,4.194303999999995e-06
660.0,1.0485759999999983e-06
661.0,4.194303999999995e-06
662.0,4.194303999999995e-06
663.0,1.6777215999999983e-05
664.0,1.0485759999999983e-06
665.0,4.194303999999995e-06
666.0,4.194303999999995e-06
667.0,1.6777215999999983e-05
668.0,4.194303999999995e-06
669.0,1.6777215999999983e-05
670.0,1.6777215999999983e-05
671.0,6.710886399999994e-05
672.0,2.621439999999995e-07
673.0,1.0485759999999983e-06
674.0,1.0485759999999983e-06
675.0,4.194303999999995e-06
676.0,1.0485759999999983e-06
677.0,4.194303999999995e-06
678.0,4.194303999999995e-06
679.0,1.6777215999999983e-05
680.0,1.0485759999999983e-06
681.0,4.194303999999995e-06
682.0,4.194303999999995e-06
683.0,1.6777215999999983e-05
684.0,4.194303999999995e-06
685.0,1.6777215999999983e-05
686.0,1.6777215999999983e-05
687.0,6.710886399999994e-05
688.0,1.0485759999999983e-06
689.0,4.194303999999995e-06
690.0,4.194303999999995e-06
691.0,1.6777215999999983e-05
692.0,4.194303999999995e-06
693.0,1.6777215999999983e-05
694.0,1.6777215999999983e-05
695.0,6.710886399999994e-05
696.0,4.194303999999995e-06
697.0,1.6777215999999983e-05
698.0,1.6777215999999983e-05
699.0,6.710886399999994e-05
700.0,1.6777215999999983e-05
701.0,6.710886399999994e-05
702.0,6.710886399999994e-05
703.0,0.0002684354559999999
704.0,2.621439999999995e-07
705.0,1.0485759999999983e-06
706.0,1.0485759999999983e-06
707.0,4.194303999999995e-06
708.0,1.0485759999999983e-06
709.0,4.194303999999995e-06
710.0,4.194303999999995e-06
711.0,1.6777215999999983e-05
712.0,1.0485759999999983e-06
713.0,4.194303999999995e-06
714.0,4.194303999999995e-06
715.0,1.6777215999999983e-05
716.0,4.194303999999995e-06
717.0,1.6777215999999983e-05
718.0,1.6777215999999983e-05
719.0,6.710886399999994e-05
720.0,1.0485759999999983e-06
721.0,4.194303999999995e-06
722.0,4.194303999999995e-06
723.0,1.6777215999999983e-05
724.0,4.194303999999995e-06
725.0,1.6777215999999983e-05
726.0,1.6777215999999983e-05
727.0,6.710886399999994e-05
728.0,4.194303999999995e-06
729.0,1.6777215999999983e-05
730.0,1.6777215999999983e-05
731.0,6.710886399999994e-05
732.0,1.6777215999999983e-05
733.0,6.710886399999994e-05
734.0,6.710886399999994e-05
735.0,0.0002684354559999999
736.0,1.0485759999999983e-06
737.0,4.194303999999995e-06
738.0,4.194303999999995e-06
739.0,1.6777215999999983e-05
740.0,4.194303999999995e-06
741.0,1.6777215999999983e-05
742.0,1.6777215999999983e-05
743.0,6.710886399999994e-05
744.0,4.194303999999995e-06
745.0,1.6777215999999983e-05
746.0,1.6777215999999983e-05
747.0,6.710886399999994e-05
748.0,1.6777215999999983e-05
749.0,6.710886399999994e-05
750.0,6.710886399999994e-05
751.0,0.0002684354559999999
752.0,4.194303999999995e-06
753.0,1.6777215999999983e-05
754.0,1.6777215999999983e-05
755.0,6.710886399999994e-05
756.0,1.6777215999999983e-05
757.0,6.710886399999994e-05
758.0,6.710886399999994e-05
759.0,0.0002684354559999999
760.0,1.6777215999999983e-05
761.0,6.710886399999994e-05
762.0,6.710886399999994e-05
763.0,0.0002684354559999999
764.0,6.710886399999994e-05
765.0,0.0002684354559999999
766.0,0.0002684354559999999
767.0,0.0010737418239999998
768.0,6.553599999999987e-08
769.0,2.621439999999995e-07
770.0,2.621439999999995e-07
771.0,1.0485759999999983e-06
772.0,2.621439999999995e-07
773.0,1.0485759999999983e-06
774.0,1.0485759999999983e-06
775.0,4.194303999999995e-06
776.0,2.621439999999995e-07
777.0,1.0485759999999983e-06
778.0,1.0485759999999983e-06
779.0,4.194303999999995e-06
780.0,1.0485759999999983e-06
781.0,4.194303999999995e-06
782.0,4.194303999999995e-06
783.0,1.6777215999999983e-05
784.0,2.621439999999995e-07
785.0,1.0485759999999983e-06
786.0,1.0485759999999983e-06
787.0,4.194303999999995e-06
788.0,1.0485759999999983e-06
789.0,4.194303999999995e-06
790.0,4.194303999999995e-06
791.0,1.6777215999999983e-05
792.0,1.0485759999999983e-06
793.0,4.194303999999995e-06
794.0,4.194303999999995e-06
795.0,1.6777215999999983e-05
